message_id,label,catCode,plaintext,lang,label_llama,tweet_lang
1.55E+18,neutral,3,Number of Haitians deported plunged in June as more are allowed to seek asylum https://t.co/rBSGjUoVMZ via @nbcnews,en,neutral,en
1.59E+18,anti-immigration,2,@Peston If the conditions are that bad why are the immigrants coming. It’s better then they have where they came fr… https://t.co/WfGpIOkXbA,en,pro-immigration,en
1.49E+18,unrelated,4,Just posted a photo @ Three Sisters Wildlife Refuge https://t.co/EHJv1Dm44A,en,unrelated,en
1.51E+18,unrelated,4,Golden-crowned sparrow . . #reifelbirdsanctuary #birb #goldencrownedsparrow @ George C. Reifel Migratory Bird Sanctuary https://t.co/npByC8vNkC,en,unrelated,en
1.52E+18,anti-immigration,2,"They’ll be largely ignored at first, but they’ll end up validating for many Japanese the worst belief systems about foreigners. Ignorant, disrespectful, uncouth, backwards.  All that and worse.",en,anti-immigration,en
1.60E+18,unrelated,4,"@coldwarsteve @RefugeeAction Well done Chris,  that's a fantastic amount to raise 👏 👍",en,neutral,en
1.59E+18,anti-immigration,2,@rolfesm @MarshMaya @ChillaxBcn @QueensMindset Immigration has increased under the Tories. This has fuck all to do with Brexit. This is WEFminster policy.,en,anti-immigration,en
1.57E+18,neutral,3,@BustingCrimes Have never felt that being the offspring of Irish immigrants. Never felt welcome. Never felt Britain as home.,en,neutral,en
1.57E+18,unrelated,4,Another fun evening at the Alligator River National Wildlife Refuge. https://t.co/gYf9oTgntF,en,unrelated,en
1.54E+18,pro-immigration,1,"Respected Mam, Childline Program should be in all the districts of India Indian Railways has signed MOU with Childline in 2017 for establishing children helpdesks in identified stations to eliminate the instances of human trafficking",en,neutral,en
1.60E+18,anti-immigration,2,@theSNP MP @alisonthewliss on her feet in Parliament right now - boasting that Glasgow now has 25% of its population born outside the UK. Does she hate the #Scottish people so much that she is proud to see them replaced? @gbnews  #BrokenBritain #scotland #Glasgow  #Immigration https://t.co/iq0EBgmGKz,en,anti-immigration,en
1.56E+18,anti-immigration,2,@CameronChesters @DreamerBFC @TerryReintke And everybody knew that illegal immigration has been a extremely  toxic… https://t.co/nrQhIMiqVF,en,anti-immigration,en
1.59E+18,pro-immigration,1,"I love immigrants. Legal, illegal - they  https://t.co/rhujBhtAD7",en,pro-immigration,en
1.53E+18,unrelated,4,Is it just me or are border control at Glasgow Airport seem to always be from the 6 counties?,en,unrelated,en
1.56E+18,unrelated,4,Good afternoon everyone. I ask You Lord for the good of this night and the good of what follows it and I take refuge in You from the evil of this night and the evil of what follows it ❤❤❤,en,unrelated,en
1.50E+18,neutral,3,"Al Jazeera English: Russian TV protester resigns, turns down asylum offer. https://t.co/9KBwjp7tzy via @GoogleNews",en,neutral,en
1.49E+18,unrelated,4,So since I’m a foreigner does that make this ‘exotic dance’ for me?? 😂 https://t.co/yHQXcr3LoT,en,unrelated,en
1.57E+18,pro-immigration,1,@RepMTG Marjorie Taylor Greene attempting to make fun of a community that literally embodies our Founding Fathers’ intent (and the expectation for us of “Our Father who art in heaven”) for us as a nation of immigrants is peak “America First” insanity. And top shelf #GOPHypocrisy.,en,pro-immigration,en
1.50E+18,unrelated,4,"My cover photo is, Van Gogh's Garden at the Asylum if I recall that photo correctly.",en,unrelated,en
1.58E+18,unrelated,4,Young migration warrior😇 https://t.co/Zi7K9YoHnz,en,neutral,en
1.61E+18,pro-immigration,1,@daniels_ugochi Thanks🙏 Dear we are a vulnerable Refugees asylum seeker family. We've been here for over(7)years with #AfghanistanUNHCR https://t.co/xDw8E9DRQg family facing life #threats #traumatized.May face urgent #risks please 🤲🏿 my👨‍👩‍👦‍👦 family safe lives protection. #help https://t.co/UFoudqdRJ6,en,pro-immigration,en
1.54E+18,pro-immigration,1,"@libdemdaisy @mitrebarnet @JCWI_UK Totally agree Daisy. However I assume you mean the legal aspect to be taking out of the equation trafficking of people which is illegal and not those seeking Asylum crossing borders, seas and oceans which they themselves are legally allowed to do",en,pro-immigration,en
1.51E+18,unrelated,4,"@billboard Hello. please I'm Bozhena by name, I'm from Ukraine. my  apologies for sending these, my home was destroyed by the war. so I migrated to poland, and I don't have anything here,no money, no  house, I need a little help to support to  get an apartment to stay and food to eat",en,pro-immigration,en
1.57E+18,unrelated,4,Let me see if I have this correctly; Do NOT hold hands Do NOT show compassion for kids Do NOT teach actual history DO be cruel to migrants DO force child rape victims to give birth DO prevent BIPOC from voting Got it.,en,pro-immigration,en
1.53E+18,neutral,3,I feel so proud of our boys  It's like to see more about how governments address infamous attacks on immigrant citizens,en,pro-immigration,en
1.59E+18,neutral,3,"@JustLogicalMM If dems want a national law like they say it might be negotiated. It is such a hot rail, similar to immigration, neither side wants to take the heat for it. Would have to be pushed through by one party controlling all three branches",en,neutral,en
1.51E+18,pro-immigration,1,"I love immigrants. Legal, ille https://t.co/ltKKjUPBV1",en,pro-immigration,en
1.53E+18,unrelated,4,@CollectiveEves reppin at @TheRefugeMcr for the Queen’s Jubilee Celebrations 03/06/22 from 2pm https://t.co/oyZrJBHT7G,en,unrelated,en
1.54E+18,anti-immigration,2,"@BorisJohnson Okay and what are you doing for the UK population? Because all I hear is attacking Russia and helping Ukraine. Stop the illegal immigration, deploy the navy and the army to help border force. Grant small businesses and cut taxes. Build 10million houses. Guaranteed re-election.",en,anti-immigration,en
1.57E+18,anti-immigration,2,obama: all these immigrant bombs mean is that we get the kitchen help at half the price lol,en,pro-immigration,en
1.52E+18,anti-immigration,2,@TonyKays2 @Obriegaz @chosen_heavenly @Abramjee I agree with you.. Refugees should have regugee camp..not invading SA cities and takeover small trades.. let's be honest if all foreigners without special skills go back their country .you think unemployment rate will be the same,en,anti-immigration,en
1.51E+18,unrelated,4,"@GuitarLady1977 @JanaQuamSD @LilyBelle05 @JustenCharters @OlgaNYC1211 In Persia, TOO MUCH mixing with Arabs..they changed; in SYRIA you see many with  very light skin, reddish hair, blue/green eyes [they call them the REAL Aryans]! Anyhow, also called Caucasians; the sons of Arrias/Ares-Mars  In US Immigration, all Jews were Semites, now: Caucasian",en,unrelated,en
1.55E+18,unrelated,4,"There's hope for the migratory monarch butterfly but only if we all chip in. - In your garden, plant native milkweed, the essential food for monarchs. - Donate to https://t.co/4tI300QZ6Z - Call local, state or provincial, and federal representative and ask what they will do.",en,unrelated,en
1.50E+18,anti-immigration,2,"@matthewdmarsden Because they don’t care,crooked to the core. The great replacement under way. Do you honestly think Matt,if the Ukrainian refugees were Muslim,instead of predominantly white Christian,there’d be such a pathetic delay in bringing em in en mass?  Khan would have 250k in London now",en,anti-immigration,en
1.50E+18,unrelated,4,@Brexit_Refugee @Freedland @PaolaPerfume Put you are making it so. Stop throwing your toys out the pram.,en,unrelated,en
1.53E+18,neutral,3,@TheDenMillwall @pritipatel Migrants are not refugee's,en,pro-immigration,en
1.57E+18,unrelated,4,"Now, if he helps bring on our day – by messing up, by saying what he truly believes about the Rwanda offshoring of refugees or global heating – then God bless him, King of the Britons!",en,pro-immigration,en
1.55E+18,neutral,3,@sayandlisten @blancaforme @PDXEleven Guess it depends on who is the boogeyman.  The kidnapped population of people and/or the willing immigrants.  My ancestors didn’t migrate here voluntarily and there’s so people who believe I have no claim to America.,en,pro-immigration,en
1.59E+18,unrelated,4,@ReturnofR Immigrant Song,en,unrelated,en
1.57E+18,unrelated,4,"I placed 14 out of 17 but I had a wonderful time. The venue was super awesome! After the tournament we had some pizza at Nice Guys Pizza, where we played even more Pinball! Thank you Becca Bednar for being a great tournament director, and The Pinball Asylum for hosting! https://t.co/TsiPWIok8M",en,unrelated,en
1.50E+18,pro-immigration,1,"An important piece on how inequities compound for women migrant workers in India by @just_anuja, a coverage part of @dw_akademie fellowship on migration and displacement reporting.",en,neutral,en
1.53E+18,unrelated,4,@vipermama2 @jed_pennington @CarolineSmileey Have you took some economic migrants in then.👍,en,pro-immigration,en
1.55E+18,neutral,3,@danielmgmoylan Have you checked the birthrate and current immigration figures for the UK. Have you checked the percentage of minimum wage workers. Give us the numbers.,en,neutral,en
1.58E+18,anti-immigration,2,I just want the illegals to stop. Legitimate immigration means no drain on the taxpayer,en,anti-immigration,en
1.52E+18,unrelated,4,"The rampant ‘tent homes’ of the at-risk LA population are (visually) not far off from the refugee settlements I studied in Athens, Greece. IMO the root cause in LA/SF is affordable housing. How can CA relax zoning laws to accommodate more development / less homelessness?",en,neutral,en
1.53E+18,anti-immigration,2,@Balden14153954 @MahyarTousi I suspect BJ has increased immigration and migration as much if not more than Labour. I will not vote for him again and hope he is forced to resign.He has shown nothing but contempt for the people. He is a coward and a fool,en,pro-immigration,en
1.59E+18,neutral,3,"To the former child migrants, who came t  https://t.co/MRIyQODRmQ",en,unrelated,en
1.48E+18,unrelated,4,"@RetroBlastUS @The_Top_Loader @ColonelFalcon @LoveRetroBTW @AliceAutomata @BenMagnet27 @TheRetroAsylum @arcadeattackUK Howdee ma friends. Thanks so much for the kind words and SO. Right back at ya too, always a delight catching your casts and chat guys 🏴󠁧󠁢󠁳󠁣󠁴󠁿😃👍🍻",en,unrelated,en
1.50E+18,unrelated,4,"I promise you that I will love you every day of my life... you are the love of my life, I love you too much my love, never forget my life 이민호...사랑해❤❤ @ActorLeeMinHo https://t.co/0MzwMmJruu",en,unrelated,en
1.59E+18,pro-immigration,1,@TonySept38 @SuellaBraverman There is no such thing as illegal immigration.,en,pro-immigration,en
1.55E+18,neutral,3,"@8CCCradio 2/3 @cawls_nt offers free + confidential advice on temporary or permanent visas. If you’re a woman in the #NorthernTerritory seeking migration advice, contacts our office via 8952 4055 - or visit Meaghan each Wednesday at the MCSCA #AliceSprings Centre from 9:30am 👋",en,pro-immigration,en
1.51E+18,unrelated,4,The knowledge-giver of Quran Sharif has asked to take the refuge of Bakhabar or Illamwala and seek the information about the Supreme God and how He can be attained. - Baakhabar @SaintRampalJiM #HiddenSecrets_Of_TheQuran https://t.co/vWxZ0o2Kfu,en,unrelated,en
1.52E+18,pro-immigration,1,Ready for our sale to help aid Ukrainian Refugees….💙💛 @ Mabel D. Orr https://t.co/UFAQ1kpFZt,en,pro-immigration,en
1.50E+18,pro-immigration,1,"@MrMnd73 @RobertN51219021 @LiamTheBrewer @Rudders60 @PlasFron @EmmaKennedy @JohnHoward46 I understand the difference between a hard working and caring British person who tries hard to help people deal with their problems and works their best to make it better. Then there are freeloaders who put little flags in their bios and moan about ""Economic migrants"" like you.",en,pro-immigration,en
1.53E+18,neutral,3,@ScotNational He is an economic migrant true or false.,en,neutral,en
1.52E+18,anti-immigration,2,@TimesLIVE Cele is a celebrity not a leader. The madala likes cameras like a debutant on a tv show. South Africa needs Tactical Response Team (AmaBerete). The police have been demilitarized hence foreigners have no respect for the rule of law.,en,anti-immigration,en
1.56E+18,neutral,3,PoJK & PoTL have abundance of natural resources and also the migrants who are shifted from PoJK to  India still in hope to get their homeland back. #ಸ್ವಾತಂತ್ರ್ಯ75,en,pro-immigration,en
1.55E+18,unrelated,4,Horrible! #Labor #Newsnight #migrants,en,unrelated,en
1.59E+18,anti-immigration,2,"Father of six, grandfather of god knows how many, says we need to stop the immigrant population growing…",en,anti-immigration,en
1.48E+18,anti-immigration,2,@BrexitHome The torys plan/manifesto was to cut immigration not let thousands more in#votegone,en,anti-immigration,en
1.55E+18,unrelated,4,True refuge is that which allo. https://t.co/VWyoqe7AdV,en,unrelated,en
1.57E+18,unrelated,4,@ThePollLady @ANI Such na-mard in the backyard would only know to play with their hands !! Time to get him 3 degree treatment in mental asylum !!,en,unrelated,en
1.55E+18,neutral,3,@haulyuhass__ I was definitely there for the Great Summer Blackout - that was literally the year I migrated and CHILE. Lemme tell you- https://t.co/ldzxNHwv9w,en,neutral,en
1.53E+18,unrelated,4,"Since everyone is actually busy (with their partner and resting too well 🥴), I decided to take a walk and that walk went to 2 diff. malls, got a talk to a foreigner asking for direction and finally to my best friend's house.  Wla lg. SKL.",en,unrelated,en
1.50E+18,pro-immigration,1,Highlights here:  ✓BBB...sorry I don't know anything. ✓end of mandatory use of masks in closed places 😁 ✓ Brazil opens doors to war refugees.🌻,en,pro-immigration,en
1.53E+18,pro-immigration,1,Check out Myra's poem!  She is amazing and powerful with her words; I’m so thankful that she taught me poetry.  🤩 #clearance #scotland #clans #refugees #cullodenbattlefield #freedom  https://t.co/QJGfSsgRJP,en,pro-immigration,en
1.60E+18,pro-immigration,1,"I love immigrants. Legal, illegal - they  https://t.co/4lMj93TvCL",en,pro-immigration,en
1.52E+18,anti-immigration,2,@DrRosena Nothing to do with Labour’s policy of mass immigration from pakistan and India as well as the rest that float over from France? A social housing crisis is here because of that. I will remember that should I decide to bother voting at all. #NeverLabour,en,anti-immigration,en
1.57E+18,pro-immigration,1,@Yoandy94 @TopCatSpeaks @happycrazytown @tedcruz I’ve been stating facts the entire time. Is that your definition of a liberal? Why would anyone be ashamed of supporting the truth & treating asylum seekers as human beings?,en,pro-immigration,en
1.53E+18,unrelated,4,Chaos @STN_Airport at the border control,en,unrelated,en
1.54E+18,anti-immigration,2,"We need the Remain in Mexico  To be upheld today.   At the scotus  & it's not the #Hispanics. It's the drugs, sextrafficking, human trafficking...  that needs stopped we have 1000s or terrorists pouring over the border bust big enough fentanyl to kill 20 million  #RemainInMexico",en,anti-immigration,en
1.60E+18,pro-immigration,1,"It’s going to freeze tonight! Refugees and homeless people are forced to sleep outside in #Brussels. Please, act now! 😢 https://t.co/XEVvVvfE9W",en,pro-immigration,en
1.59E+18,anti-immigration,2,"Re this #Migrant (#ILLEGALimmigrants) issue. A lot is being said about #war #persecution and #conflict. War in #Rumania, war in #Albania, war in #Westafrica. No these are #economic #migrants who pay vast sums of money to #organised #crime syndicates just to be in the UK.",en,anti-immigration,en
1.60E+18,anti-immigration,2,"Wonderful to see such a great turnout at this organised party political rally with literally tens of radical-left activists coming out in protest against the Irish men, women and children most affected by extremist government immigration policies. #moveasidepaddy",en,anti-immigration,en
1.57E+18,neutral,3,"@halfaheretic @Duke_Nukem_TX @ConanOBrien They came seeking asylum, which is legal. They then have to follow up with court dates. Do you know any immigrants?",en,neutral,en
1.50E+18,pro-immigration,1,.@pritipatel - The UK can and should help provide safe passage to those fleeing war in Ukraine. Please urgently outline how Britain will provide safe and legal routes for refugees in their time of need. https://t.co/f3FInuIWV5,en,pro-immigration,en
1.57E+18,neutral,3,"1. After a campaign dominated by anti-immigrant and tough-on-crime rhetoric, a new coalition of right-wing parties narrowly defeated the center-left government in the general election on Sunday",en,neutral,en
1.59E+18,neutral,3,"@DouglasKMurray There isn't a immigrant crisis. There is however, an incompetent, dysfunctional government in charge of immigration.",en,neutral,en
1.58E+18,anti-immigration,2,@CarlosEGates1 @cttripp @GOP They are anti “you don’t look white” immigrants.,en,anti-immigration,en
1.51E+18,neutral,3,@instablog9ja MIGRATE TO CANADA! There are many opportunities waiting for those who are willing to move to Canada. But at times the movement process seem very difficult. Follow the link below for very easier ways of moving to Canada https://t.co/aQ2ooyO4ar,en,pro-immigration,en
1.57E+18,pro-immigration,1,"@ZaidJilani A complete lie — they weren’t illegal in any respect, having been processed as asylum seekers and duly admitted into this country. This was human trafficking by Desantis dressed up as cruel political stunt. And you are a bad faith actor.",en,pro-immigration,en
1.48E+18,neutral,3,"@DrAndrewJackson Majority of his neighborhood are immigrants, Illegals, or citizens who are the same race as him that vote for him. He uses his Latino and Marine card. I live in his district.",en,neutral,en
1.50E+18,neutral,3,"#UkraineRussiaWar Texting a moment ago with a Ukrainian woman I recently met who immigrated to America and now lives in North Carolina. She said her parents are alive and ok after her/their city of Bila Tserkva, in the Kyiv region was bombed about four hours ago. @SpecNews1RDU",en,neutral,en
1.56E+18,pro-immigration,1,@Councillorsuzie They are more human than you will ever be.  #RefugeesWelcome #ToryFascists,en,pro-immigration,en
1.55E+18,unrelated,4,@Mustafasylrr Aga be,en,unrelated,en
1.48E+18,unrelated,4,"#StartNewLifeIn2022 🔶To enjoy and welcome the New year, People celebrate this day by doing several activities and organizing fun parties with family, friends and relatives. But in actuality, the new year begins when humans go into the refuge of a True https://t.co/Gtp7wChHRf",en,unrelated,en
1.53E+18,unrelated,4,@seeker_aseem @RTFKT @takashipom You already knowww!! 🙏🏼🙏🏼,en,unrelated,en
1.48E+18,pro-immigration,1,@WelshMopar @no_slogs @pritipatel If it's money you're worried about you should be encouraging more immigration. They account for 8% of the population and account for 10% of our GDP. https://t.co/0W1ThqRszC,en,pro-immigration,en
1.50E+18,pro-immigration,1,"supported in whatever ways we can right now, directly. Here’s a useful thread from @crimethinc on specific bodies folk can support, including support for those the Russian state has imprisoned for their protests, anarchists providing direct aid in Ukraine, & refugee aid: /6",en,pro-immigration,en
1.55E+18,unrelated,4,Latest Express Entry Draw #227 Number of invitations issued: 1750 CRS score of lowest-ranked candidate invited: 542 Contact us today for your profile assessment #expressentry  #crs  #latestnews  #fswp  #immigrationconsultant  #canada  #canadian  #crsscore  #fsw  #expressentry https://t.co/EvPvNPLpWw,en,neutral,en
1.49E+18,unrelated,4,@Reese51428446 @TheLastRefuge2 The hits just keep on coming,en,unrelated,en
1.59E+18,anti-immigration,2,@Aujelaman @misspaulalondon @DalbyTerrance @journothornhill @THEJamesWhale Tell that to Emily's family. Murdered by an Albanian asylum seeker! https://t.co/OxpXTk28eT,en,anti-immigration,en
1.59E+18,anti-immigration,2,"@SDLPlive @ClaireHanna Claire, why are you misleading folk. The vast majority of the illegal immigrants arriving in dinghy boats are not fleeing war torn countries and aren't families.They are mainly young males. No women or children in sight. What conflict is taking place in Algeria?Benefit Britain 👍",en,anti-immigration,en
1.49E+18,pro-immigration,1,"Marathi and Bengali sub nationalisms are frequently fanned by weak leaders,  it helps them control the metro with mafia,money,muscle they translate to electoral power. Strong corrupt leaders of poor states ensure they get enough migrants to target, for streetfights time to time. https://t.co/gIx6hGR1LX",en,anti-immigration,en
1.59E+18,pro-immigration,1,"#lgbtiqa folks in kakuma refugee camp need to be documented.We are trapped, hopeless and helpless. LGBTIQA RIGHTS ARE HUMAN RIGHTS. @ABlinken @IOMchief @antonioguterres @DRSKenya @RefugeesIntl #lgbtrights #HumanRights https://t.co/hfvXmE3bBv",en,pro-immigration,en
1.55E+18,unrelated,4,what i hate abt being an immigrant who travels back to and forth is changin my mf number every single time i travel,en,neutral,en
1.59E+18,unrelated,4,"@MmeBlackBalloon That’s exactly it - the lunatics took over the asylum. The few leaders who kept their sanity & didn’t go power-mad (like Anders Tegnell) agree with you, the world went mad https://t.co/geGNUwLDPe",en,unrelated,en
1.49E+18,pro-immigration,1,French Presidential Election 2022: The 'great replacement' is a xenophobic conspiracy theory  https://t.co/kmvrMMjFQz via @InfoMigrants,en,pro-immigration,en
1.55E+18,anti-immigration,2,Twitter is proofreaders are incompetent foreigners,en,neutral,en
1.48E+18,pro-immigration,1,The world need to wake up to the misery and injustice that Afghan refugees in Indonesia  suffering through in a lawless land. #HelpRefugees_Indonesia https://t.co/CiZjPChL9d,en,pro-immigration,en
1.54E+18,unrelated,4,#WhoSawGod In Kabir Sagar's “Hanuman Bodh” there is a description of God Kabir Saheb taking Hanuman ji in his refuge. God Kabir ji took Hanuman ji in his shelter and planted the seeds of true devotion in him. https://t.co/zmz1y6Y6HI,en,unrelated,en
1.59E+18,anti-immigration,2,@BethRigby 99% are not “asylum seekers” they’re economic migrants here for the money and all the freebies…,en,anti-immigration,en
1.56E+18,pro-immigration,1,"@UNESCO Thanks,🙏 Dear we are a Refugee asylum seeker family here Afghanistan. We've been here for over 6 years and 11 months with Afghanistan UNHCR https://t.co/xDw8E9DRQg family request Please🤲pray and help my family👨‍👩‍👦‍👦safe life's protection. Thank you🙏 https://t.co/B995ltcWdB",en,pro-immigration,en
1.57E+18,unrelated,4,"To be clear: EVERYONE does this. Church, I’m looking at you in particular. So many workshops on how women/POC/LGBTQIA folx/ immigrants can “thrive” in institution instead of the work of changing the institutional norms…",en,pro-immigration,en
1.60E+18,pro-immigration,1,We all know how #Qatar ‘won’ the bid to host the #FIFAWorldCup & we all know that many migrant workers have not only been exploited but died to make the stadiums. This excellent video gives an insight in to how the Qatari government have achieved this via a modern day slavery!,en,pro-immigration,en
1.54E+18,unrelated,4,@DennisNovikov @Cosmodinos @BoredApeYC @3LandersNFT @doodles @RTFKT @coolcatsnft @CyberKongz @moonbirds @proof_xyz @LazyLionsNFT Crypto Batz should be in dog shit.,en,unrelated,en
1.61E+18,neutral,3,What service does Greg Abbott think he's providing to the state of Texas by shipping migrants to Massachusetts?,en,neutral,en
1.60E+18,unrelated,4,"Because thou hast made the Lord, which is my refuge, even the most High, thy habitation; there shall no evil befall thee, neither shall any plague come nigh thy dwelling. Psalm 91:9–10 KJV Samantha  GOD IS YOUR REFUGE FROM EVIL https://t.co/73oz60qXW4",en,unrelated,en
1.58E+18,unrelated,4,Clandestine courage of the common soul  to rally past obstacles of contempt  hurled at our faces helps us play the role  of superhero which makes us exempt  from suffering pain of the marginalized  who wear heart-shielding mask of the despised.,en,pro-immigration,en
1.55E+18,unrelated,4,@nomadbirder @ja_tobias @Alexander_Lees Would the tree line/habitat also play a part then or is that over complicating? Ground dwellers/nesters at altitude likely to have longer wings in comparison to their tree living/nesting neighbours? Are arboreal species more likely to be migrants?,en,unrelated,en
1.59E+18,pro-immigration,1,“Turkey is a laboratory of migration and displacement.  Some fantastic figures being shared about the scale of the crisis but also initiatives being shared. Some good examples being shared of multi stakeholder partnerships” by Mr Ibrahim Kavlak @sgdd_asam  #Dialogue4Inclusion https://t.co/6qkemQPML5,en,pro-immigration,en
1.60E+18,unrelated,4,@JustinTrudeau Hi I needed your help asap  I'm immigrant man I have been here🇫🇮 about 8 years just trying for living as how everyone but this country is very racist with me they're not letting me to live and they are not letting me to leave to see my life in different country help me🇨🇦,en,pro-immigration,en
1.52E+18,unrelated,4,@martinnewell It’s not hard to see how the settings were different in November to February. Or how the Nov transition was different: transition from MIQ to home based self-isolation vs   bringing forward dropping of all border controls.,en,unrelated,en
1.53E+18,unrelated,4,"- Cornelius Bußlied - Walton Chichester Service - Vaughan Williams Lord thou hast been our refuge @ClareCollege Choral Evensong, tonight, 6pm, preceded by a piano recital at 5.25pm given by Victor Wang. All welcome, in person or online at https://t.co/oAYA55Bs9V https://t.co/9UeXeBUM8q",en,unrelated,en
1.49E+18,unrelated,4,"You are my beginning and my end... Thank you for making my days so special. Good morning my love, have a beautiful day, take care of yourself, ok? 이민호...사랑해❤❤ @ActorLeeMinHo https://t.co/lCNAT5E5Cu",en,unrelated,en
1.54E+18,unrelated,4,Who knows anybody that works with the #NigerianImmigration in Jos.  Please mention.,en,unrelated,en
1.61E+18,unrelated,4,Hard pass.  #FireElon #TwitterMigration https://t.co/FlsG7lbIEx,en,unrelated,en
1.59E+18,pro-immigration,1,@cee2thef @alisoukarieh @Jerje00 @homedad4 You should check how many foreigners die in Lebanon in construction sites due to poor safety standards. Just because numbers are not reported doesn’t mean they are not there and shocking.  We are among the most racist countries. So people who live in glass houses…..,en,pro-immigration,en
1.60E+18,neutral,3,"@coachbrians5568 @etexdoris1 @realTuckFrumper Let's see... the Inflation Reduction Act, BIDEN got Mexico to help pay for immigration control, lowest unemployment in years- NONE of which tRump came close to doing, even in his first two years with a fully Republican Congress.  tRump did NOTHING except inspiring ppl to vote.",en,pro-immigration,en
1.60E+18,neutral,3,@987_charles @Tony40335450 @canadiancarol1 Relatively compared to tax dodging. Plus the gutter press publicise foreigners scamming but not so much tax dodgers or tax exiles.,en,neutral,en
1.55E+18,unrelated,4,So foreigners can't buy powerball ticket? I'm tryna be a billionaire,en,unrelated,en
1.51E+18,unrelated,4,"Click the link in our bio to see currently open #IT jobs like ""Migration Engineer"" at Cognizant in Toronto, ON, Canada. #Engineering",en,neutral,en
1.52E+18,neutral,3,"Thank you Paddy for your very thoughtful commentary on immigrants and refugees, and the sensitive and often polarizing conversations that surround them.  I’m grateful that I was able to tune in and catch that! @VOCMOpenline",en,pro-immigration,en
1.53E+18,unrelated,4,"@incredibl3human @Mz_Tosyn Refuge? Naaah, I went to further my education with money I made in Nigeria. Lived decades of my life there, got my education up to Masters level, got my job experience, & opted for a new educational experience Again, who made your family home uselss & made you useless and angry?",en,unrelated,en
1.56E+18,unrelated,4,"Fair play to him off to make a better life for himself and anyone else that emigrates, Ireland really needs to get its act together and get a plan together to get people a reason to stay in Ireland and I don't mean Mary Lou talking shite at a speech in Australia",en,neutral,en
1.50E+18,anti-immigration,2,@ThisWeekABC @MarthaRaddatz Don't you jackasses know that the invasion of our southern border has been and still is an existing attack on the USA's sovereignty: illegal alien criminals; deadly fentanyl; human trafficking; health care dangers; et. al.! The false flag Russian-Ukranian 'conflict' is a charade!,en,anti-immigration,en
1.51E+18,unrelated,4,RIP Monusco crew who were shot down in Congo while in a mission of aerial surveillance of refugees. Rest in peace. #MONUSCO https://t.co/UPhQxFDBUk,en,unrelated,en
1.57E+18,pro-immigration,1,@UN @KaoruNemoto @MelissaFleming 🙏 Dear we are a Refugee asylum seeker family here Afghanistan. We've been here for over(7)years with #Afghanistan Kabul UNHCR https://t.co/xDw8E9EpFO family anxiety depression loneliness and #traumatized.Please🤲pray and help my family safe lives protection. https://t.co/ZBZJgS8ox2,en,pro-immigration,en
1.56E+18,unrelated,4,"Post-war migrant lit, what's not to love? Cite me! https://t.co/MZrzZi4hx7",en,neutral,en
1.58E+18,pro-immigration,1,My most extreme policy positions 1. Decriminalize all drugs and legalize safe ones 2. Heavily tax meat and drastically improve animal welfare regulations 3. Remove all barriers to immigration and trade 4. Legalize sex work 5. Ban all guns 6. Eliminate all residential zoning laws,en,pro-immigration,en
1.54E+18,pro-immigration,1,"The America we celebrate today was built on the backs of immigrants and slaves. It costs untold blood, sweat, tears... and lives. To say nothing of the failed promises to Native Americans. Take a moment to honor ALL. We're far from a perfect union. Let's do better, America.",en,pro-immigration,en
1.51E+18,unrelated,4,@CrazyLexxiCool @DojaCat That album was the #1 of the year,en,unrelated,en
1.56E+18,unrelated,4,"finally was able to attain my drivers license after 3 years of not being allowed to due to immigration. i’m a happy girl today :,)",en,neutral,en
1.54E+18,unrelated,4,#WorldAgainstIslamicTerror governments of both Saudi Arabia and Qatar are providing clandestine financial and logistic support to ISIL and other radical Sunni groups in the region. Jay baba ram Ananad gi Unite Hindus Globally  #WorldAgainstIslamicTerror https://t.co/mFlU3hHeLQ,en,unrelated,en
1.58E+18,anti-immigration,2,@ShiaphobiaLB @Hraoui17 I love how you cherry pick what happened with the Cairo Agreement. Let alone blame maronites for a supposed agreement with zionists. You know well that Lebanon from the 1948 onwards was officialy at war with Israel. Yes we were shortsighted in accepting Palestinian refugees…,en,neutral,en
1.48E+18,pro-immigration,1,"Australia, IOM and UNHCR Indonesia is responsible for the gradual death amd suicides of Refugees in Indonesia. #HelpRefugees_Indonesia #refugee#standwithrefugees https://t.co/8gEGewOQCA",en,pro-immigration,en
1.52E+18,unrelated,4,@Glasgowegian @no1_nicola @scotrefcouncil @theSNP @scotgp @SAFRefugees @RefugeeEra Fabulous ! Wouldn't it be great if we could do it again ? Newer designs ? Give our people homes !,en,pro-immigration,en
1.55E+18,unrelated,4,"@james_lovelace @ElleKayLondon @BBCWomansHour @LabWomenDec @UKLabour @HayteratLords No idea how many TW have used centres. There were no refuges or DV services prior to 70s. Women raised money, fought hard for provision. Why aren't you & other men & orgs doing similarly for males who Id as TW? Why are women's hard-one services being asked to do this?",en,unrelated,en
1.58E+18,unrelated,4,"Nigeria, Now that WhatsApp is down, Can we all please migrate to Telegram, abeg",en,unrelated,en
1.60E+18,pro-immigration,1,"Those of us old enough remember when it was ""unmarried mothers"" who got the imaginary free prams, free houses, medical cards, etc., this old trope is now recycled by the same fools except ""unmarried mothers"" has been replaced with ""unvetted military age men"" ""Economic migrants""",en,pro-immigration,en
